symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,yahoo_symbol,yahoo_symbol_status,yahoo_symbol_checked_at,yahoo_symbol_note,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,source_section,source_market,source_industry,source_description,source_url
CNKO.JK,エクスプロイタシ エネルギー インドネシア Exploitasi Energi Indonesia,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,CNKO;エクスプロイタシ エネルギー インドネシア Exploitasi Energi Indonesia;石炭の採掘・加工・取引会社。石炭火力発電所の開発を手掛けている会社。,none,,,,standard,technology,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,CNKO.JK,generated,,,Indonesia,IDX,CNKO,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,石炭の採掘・加工・取引会社。石炭火力発電所の開発を手掛けている会社。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
CPIN.JK,チャルーン ポーカパン インドネシア Charoen Pokphand Indonesia Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,CPIN;チャルーン ポーカパン インドネシア Charoen Pokphand Indonesia Tbk PT;動物飼料;養鶏設備などの製造販売および鶏肉加工会社,none,,,,standard,industrial,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,CPIN.JK,generated,,,Indonesia,IDX,CPIN,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,動物飼料、養鶏設備などの製造販売および鶏肉加工会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
DOID.JK,ブマ インターナショナル・グループ Buma Internasional Grup Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,energy,energy,DOID;ブマ インターナショナル・グループ Buma Internasional Grup Tbk PT;子会社を通じて;インドネシアの石炭生産業者に石炭露天掘りサービスを提供している持株会社。,none,,,,standard,energy,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,DOID.JK,generated,,,Indonesia,IDX,DOID,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,子会社を通じて、インドネシアの石炭生産業者に石炭露天掘りサービスを提供している持株会社。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
ENRG.JK,エナジー メガ プルサダ Energi Mega Persada Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,utilities,utilities,ENRG;エナジー メガ プルサダ Energi Mega Persada Tbk PT;原油と天然ガスを探査;開発;製造している石油会社。,none,,,,standard,utilities,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,ENRG.JK,generated,,,Indonesia,IDX,ENRG,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,原油と天然ガスを探査、開発、製造している石油会社。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
EXCL.JK,エックスエルスマート テレコム セジャテラ XLSMART Telecom Sejahtera Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,telecom,communication,EXCL;エックスエルスマート テレコム セジャテラ XLSMART Telecom Sejahtera Tbk PT;携帯通信サービス会社,none,,,,standard,communication,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,EXCL.JK,generated,,,Indonesia,IDX,EXCL,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,携帯通信サービス会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
GGRM.JK,グダン ガラム Gudang Garam Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,GGRM;グダン ガラム Gudang Garam Tbk PT;たばこメーカー,none,,,,standard,balanced,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,GGRM.JK,generated,,,Indonesia,IDX,GGRM,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,たばこメーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
GIAA.JK,ガルーダ インドネシア Garuda Indonesia Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,GIAA;ガルーダ インドネシア Garuda Indonesia Tbk PT;航空会社,none,,,,standard,consumer,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,GIAA.JK,generated,,,Indonesia,IDX,GIAA,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,航空会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
GJTL.JK,ガジャ トゥンガル Gajah Tunggal Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,automotive,consumer,GJTL;ガジャ トゥンガル Gajah Tunggal Tbk PT;ゴム製品メーカー。主に車両用タイヤとチューブを手掛けるゴム製品メーカー。,none,,,,standard,automotive,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,GJTL.JK,generated,,,Indonesia,IDX,GJTL,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,ゴム製品メーカー。主に車両用タイヤとチューブを手掛けるゴム製品メーカー。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
GOTO.JK,ゴートゥー ゴジェック トコペディア GoTo Gojek Tokopedia Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,GOTO;ゴートゥー ゴジェック トコペディア GoTo Gojek Tokopedia Tbk PT;配車サービスやインターネット通販事業などを営む。,none,,,,standard,technology,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,GOTO.JK,generated,,,Indonesia,IDX,GOTO,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,配車サービスやインターネット通販事業などを営む。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
HEXA.JK,ヘキシンド アディペルカサ HEXINDO ADIPERKASA Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,HEXA;ヘキシンド アディペルカサ HEXINDO ADIPERKASA Tbk PT;重機販売会社。,none,,,,standard,balanced,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,HEXA.JK,generated,,,Indonesia,IDX,HEXA,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,重機販売会社。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
HMSP.JK,ハンジャヤ マンダラ サンプルナ PT Hanjaya Mandala Sampoerna,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,HMSP;ハンジャヤ マンダラ サンプルナ PT Hanjaya Mandala Sampoerna;たばこ会社。手巻き・機械巻きのクローブ（丁子）たばこの製造に従事する。インドネシア国内外で製品を販売している。また;子会社を通じ;不動産開発も手掛けている。,none,,,,standard,real_estate,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,HMSP.JK,generated,,,Indonesia,IDX,HMSP,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,たばこ会社。手巻き・機械巻きのクローブ（丁子）たばこの製造に従事する。インドネシア国内外で製品を販売している。また、子会社を通じ、不動産開発も手掛けている。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
HRUM.JK,HARUM エナジー Harum Energy Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,energy,energy,HRUM;HARUM エナジー Harum Energy Tbk PT;石炭会社,none,,,,standard,energy,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,HRUM.JK,generated,,,Indonesia,IDX,HRUM,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,石炭会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
ICBP.JK,インドフードCBPスクセス マクムール Indofood CBP Sukses Makmur Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,ICBP;インドフードCBPスクセス マクムール Indofood CBP Sukses Makmur Tbk PT;食品加工会社,none,,,,standard,consumer,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,ICBP.JK,generated,,,Indonesia,IDX,ICBP,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,食品加工会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
IMAS.JK,インドモービル スクセス インターナショナル Indomobil Sukses Internasion,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,automotive,consumer,IMAS;インドモービル スクセス インターナショナル Indomobil Sukses Internasion;自動車販売会社。,none,,,,standard,automotive,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,IMAS.JK,generated,,,Indonesia,IDX,IMAS,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,自動車販売会社。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
INCO.JK,ヴァーレ インドネシア Vale Indonesia Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,INCO;ヴァーレ インドネシア Vale Indonesia Tbk PT;非鉄金属メーカー,none,,,,standard,balanced,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,INCO.JK,generated,,,Indonesia,IDX,INCO,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,非鉄金属メーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
INDF.JK,インドフード サクセス マクムール Indofood Sukses Makmur Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,INDF;インドフード サクセス マクムール Indofood Sukses Makmur Tbk PT;インスタント麺;ベビーフード;調味料;コーヒーなどの食品メーカー,none,,,,standard,consumer,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,INDF.JK,generated,,,Indonesia,IDX,INDF,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,インスタント麺、ベビーフード、調味料、コーヒーなどの食品メーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
INDY.JK,インディカ エナジー Indika Energy Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,utilities,utilities,INDY;インディカ エナジー Indika Energy Tbk PT;石炭製造;エンジニアリング;調達;建設サービス;発電サービスの分野に注力しているエネルギー会社。,none,,,,standard,utilities,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,INDY.JK,generated,,,Indonesia,IDX,INDY,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,石炭製造、エンジニアリング、調達、建設サービス、発電サービスの分野に注力しているエネルギー会社。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
INTP.JK,インドセメント トゥンガル プラカルサ Indocement Tunggal Prakarsa Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,INTP;インドセメント トゥンガル プラカルサ Indocement Tunggal Prakarsa Tbk PT;建築資材;セメントメーカー,none,,,,standard,industrial,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,INTP.JK,generated,,,Indonesia,IDX,INTP,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,建築資材、セメントメーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
ISAT.JK,インドサット Indosat Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,telecom,communication,ISAT;インドサット Indosat Tbk PT;通信サービス会社,none,,,,standard,communication,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,ISAT.JK,generated,,,Indonesia,IDX,ISAT,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,通信サービス会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
ITMG.JK,インド タムバンガラヤ メガウ Indo Tambangraya Megah Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,ITMG;インド タムバンガラヤ メガウ Indo Tambangraya Megah Tbk PT;鉱物探査会社,none,,,,standard,industrial,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,ITMG.JK,generated,,,Indonesia,IDX,ITMG,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,鉱物探査会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
JSMR.JK,JASA マルガ Jasa Marga Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,JSMR;JASA マルガ Jasa Marga Tbk PT;道路計画事業;道路開発;高速道路等の管理事業会社,none,,,,standard,balanced,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,JSMR.JK,generated,,,Indonesia,IDX,JSMR,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,道路計画事業、道路開発、高速道路等の管理事業会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
KIJA.JK,カワサン インダストリ ジャバベカ Kawasan Industri Jababeka Tbk,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,KIJA;カワサン インダストリ ジャバベカ Kawasan Industri Jababeka Tbk;産業用不動産と関連施設・サービスの開発などに従事している不動産開発会社。,none,,,,standard,real_estate,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,KIJA.JK,generated,,,Indonesia,IDX,KIJA,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,産業用不動産と関連施設・サービスの開発などに従事している不動産開発会社。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
KKGI.JK,リソース アラム インドネシア Resource Alam Indonesia Tbk,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,energy,energy,KKGI;リソース アラム インドネシア Resource Alam Indonesia Tbk;インドネシア産の熱性石炭の探査;生産;輸送;販売を手掛ける炭鉱会社。,none,,,,standard,energy,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,KKGI.JK,generated,,,Indonesia,IDX,KKGI,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,インドネシア産の熱性石炭の探査、生産、輸送、販売を手掛ける炭鉱会社。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
KLBF.JK,カルベ ファルマ Kalbe Farma Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,KLBF;カルベ ファルマ Kalbe Farma Tbk PT;医薬品メーカー,none,,,,standard,healthcare,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,KLBF.JK,generated,,,Indonesia,IDX,KLBF,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,医薬品メーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
KOBX.JK,コベックスインドトラクター Resource Alam Indonesia Tbk,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,KOBX;コベックスインドトラクター Resource Alam Indonesia Tbk;工業製品の販売・レンタルをしている会社。,none,,,,standard,industrial,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,KOBX.JK,generated,,,Indonesia,IDX,KOBX,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,工業製品の販売・レンタルをしている会社。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
KRAS.JK,クラカタウ スチール ペルセロ Krakatau Steel Persero Tbk,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,KRAS;クラカタウ スチール ペルセロ Krakatau Steel Persero Tbk;国営企業の鉄鋼メーカー。,none,,,,standard,industrial,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,KRAS.JK,generated,,,Indonesia,IDX,KRAS,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,国営企業の鉄鋼メーカー。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
LPKR.JK,リッポー カラワチ Lippo Karawaci Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,LPKR;リッポー カラワチ Lippo Karawaci Tbk PT;不動産開発会社。,none,,,,standard,real_estate,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,LPKR.JK,generated,,,Indonesia,IDX,LPKR,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,不動産開発会社。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
LPLI.JK,スター パシフィック Star Pacific Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,LPLI;スター パシフィック Star Pacific Tbk PT;インターネットや電子商取引サービスなどの情報技術サービスを提供している。,none,,,,standard,technology,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,LPLI.JK,generated,,,Indonesia,IDX,LPLI,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,インターネットや電子商取引サービスなどの情報技術サービスを提供している。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
LPPF.JK,MDS リテーリング MDS Retailing Tbk PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,LPPF;MDS リテーリング MDS Retailing Tbk PT;さまざまな商品の小売販売に従事している百貨店。,none,,,,standard,consumer,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,LPPF.JK,generated,,,Indonesia,IDX,LPPF,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,さまざまな商品の小売販売に従事している百貨店。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
LSIP.JK,ペルサハーンパーケブナンロンドンスマトラインド PP LONDON SUMATERA Indones PT,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,LSIP;ペルサハーンパーケブナンロンドンスマトラインド PP LONDON SUMATERA Indones PT;油ヤシ;ゴム;ココナツ;ココア;コーヒー;茶の栽培・収穫・加工に従事している会社。,none,,,,standard,balanced,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,LSIP.JK,generated,,,Indonesia,IDX,LSIP,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,油ヤシ、ゴム、ココナツ、ココア、コーヒー、茶の栽培・収穫・加工に従事している会社。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
MEDC.JK,メドコ エナジー インターナショナル Medco Energi Internasional Tbk,indonesia,stock,IDR,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,utilities,utilities,MEDC;メドコ エナジー インターナショナル Medco Energi Internasional Tbk;発電所の運営;生物燃料などの再生燃料開発に従事している総合エネルギー会社。,none,,,,standard,utilities,WARN,HIGH,sbi_indonesia_stock,2026-07-10,2026-07-10T22:44:44.137162+09:00,MEDC.JK,generated,,,Indonesia,IDX,MEDC,Indonesia,IDR,IDR,IDR,IDRJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-07-10,sbi_indonesia_stock,confirmed,true,2026-07-10,sbi_indonesia_stock,インドネシア株式一覧,IDX,,発電所の運営、生物燃料などの再生燃料開発に従事している総合エネルギー会社。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_id_list.html
