symbol,name,market,asset_type,currency,index_family,expense_ratio_pct,complexity,tags,nisa_category,investment_style,is_leveraged,is_inverse,aliases
VPU,バンガード 米国公益事業セクターETF,us,etf,USD,small_us,0.09,beginner,low_cost,growth,both,false,false,バンガード 米国公益事業セクターETF 米国の公益事業セクターの大型株、中型株、小型株を網羅する、MSCI USインベスタブル・マーケット・公益事業25/50インデックスに連動したパフォーマンスを目指します。
VRTL,グラナイトS2倍 ロング VRT デイリーETF,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,グラナイトS2倍 ロング VRT デイリーETF バーティブ・ホールディングス(NYSE:VRT)の日次変動率の2 倍（200％）の投資成果を目指す。
VSS,バンガード FTSE オールワールド（除く米国） スモールキャップETF,us,etf,USD,acwi,0.07,beginner,low_cost,growth,both,false,false,"バンガード FTSE オールワールド（除く米国） スモールキャップETF 米国を除く世界47カ国の全世界の先進国および新興国の時価総額の小さい企業の約3,300銘柄で構成されるFTSE グローバル・スモールキャップ (除く米国) インデックスに連動した動きを目指します。"
VT,バンガード トータル ワールド ストック ETF,us,etf,USD,msci_world,0.06,beginner,low_cost,growth,both,false,false,"バンガード トータル ワールド ストック ETF 先進国やエマージング市場を含む47カ国、約2,900銘柄を網羅するFTSEオールワールド・インデックスに連動した動きを目指します。"
VTHR,バンガード ラッセル3000 ETF,us,etf,USD,total_us,0.07,beginner,low_cost,growth,both,false,false,バンガード ラッセル3000 ETF 米国株式市場の投資可能銘柄の約98%をカバーする時価総額上位3000銘柄で構成される、ラッセル3000インデックスに連動したパフォーマンスを目指します。
VTI,バンガード トータル ストック マーケット ETF,us,etf,USD,small_us,0.03,beginner,low_cost,growth,both,false,false,バンガード トータル ストック マーケット ETF MSCI USブロードマーケット・インデックスはMSCI USインベスタブル・マーケット2500とMSCI USマイクロキャップ・インデックスを組み合わせたインデックスです。大型、中型、 小型および超小型銘柄を含む米国株式市場の時価総額の99.5%以上をカバーします。
VTIP,バンガード 米国短期インフレ連動債ETF,us,etf,USD,bond,0.03,beginner,low_cost,growth,both,false,false,バンガード 米国短期インフレ連動債ETF 米国財務省が発行する残存期間5年未満のインフレ連動国債をカバーする、バークレイズ米国TIPS(0-5年)インデックス(シリーズL)に連動したパフォーマンスを目指します。
VTV,バンガード 米国バリューETF,us,etf,USD,total_us,0.04,beginner,low_cost,growth,both,false,false,バンガード 米国バリューETF CRSP USラージキャップ・バリュー・インデックスのパフォーマンスに連動した成果を目指す。
VTWG,バンガード ラッセル2000グロース株ETF,us,etf,USD,small_us,0.10,beginner,low_cost,growth,both,false,false,バンガード ラッセル2000グロース株ETF ラッセル2000インデックス構成銘柄のうち株価純資産倍率が高く、成長率の予想値・実績値がともに高い銘柄をカバーする、ラッセル2000グロース株インデックスに連動したパフォーマンスを目指します。
VTWO,バンガード ラッセル2000 ETF,us,etf,USD,small_us,0.07,beginner,low_cost,growth,both,false,false,バンガード ラッセル2000 ETF 米国株式ユニバースの小型株セグメントをカバーする、ラッセル2000インデックスに連動したパフォーマンスを目指します。
VTWV,バンガード ラッセル2000バリュー株ETF,us,etf,USD,small_us,0.10,beginner,low_cost,growth,both,false,false,バンガード ラッセル2000バリュー株ETF 米国株式ユニバースの小型バリュー株セグメントをカバーする、ラッセル2000バリュー株インデックスに連動したパフォーマンスを目指します。
VUG,バンガード 米国グロースETF,us,etf,USD,total_us,0.04,beginner,low_cost,growth,both,false,false,バンガード 米国グロースETF CRSP USラージキャップ・グロース・インデックスのパフォーマンスに連動した成果を目指す。
VV,バンガード 米国ラージキャップETF,us,etf,USD,total_us,0.04,beginner,low_cost,growth,both,false,false,バンガード 米国ラージキャップETF 米国株式市場の大型株式を網羅する、CRSP USラージキャップ・インデックスに連動したパフォーマンスを目指します。
VWO,バンガード FTSE エマージング マーケッツETF,us,etf,USD,china,0.07,beginner,low_cost,growth,both,false,false,バンガード FTSE エマージング マーケッツETF FTSEエマージング・マーケッツ・オールキャップ中国A株トランジション・インデックスに連動した動きを目指す。
VWOB,バンガード 米ドル建て新興国政府債券ETF,us,etf,USD,emerging,0.15,beginner,low_cost,,both,false,false,バンガード 米ドル建て新興国政府債券ETF バークレイズ米ドル建て新興市場政府債RIC基準インデックスのパフォーマンスへの連動を目指します。
VXF,バンガード R・米国エクステンデッド・マーケットETF,us,etf,USD,small_us,0.05,beginner,low_cost,growth,both,false,false,バンガード R・米国エクステンデッド・マーケットETF 米国株式市場の中型株および小型株をカバーする、S&Pコンプリーション指数に連動したパフォーマンスを目指します。
VXUS,バンガード・トータル・インターナショナル・ストックETF,us,etf,USD,,0.05,beginner,low_cost,growth,both,false,false,バンガード・トータル・インターナショナル・ストックETF 米国を除く世界の市場の98%をカバーする、FTSEグローバル・オールキャップ(除く米国)インデックスに連動したパフォーマンスを目指します。
VYM,バンガード 米国高配当株式ETF,us,etf,USD,dividend,0.06,beginner,low_cost,growth,both,false,false,バンガード 米国高配当株式ETF FTSE ハイディビデンド・イールド・インデックスのパフォーマンスへの連動を目指します。
WCME,FT WCM 新興国株式ETF,us,etf,USD,emerging,0.95,beginner,low_cost,growth,both,false,false,FT WCM 新興国株式ETF 新興国株式に投資するアクティブETF。世界銀行分類やMSCI指数などを基準に国を判定し、企業の業績や競争力、成長性を評価。長期的な価値創造を目指し、厳選した企業に投資。
WCMI,FT WCM インターナショナル株式ETF,us,etf,USD,active,0.85,beginner,low_cost,growth,both,false,false,FT WCM インターナショナル株式ETF 米国外株式に投資するアクティブETF。企業所在地や収益構成を基準に選定し、業績や競争力、将来性を重視。本源的価値に基づき銘柄を厳選し、長期的な成長を追求。
WDIV,SPDR S&P 全世界配当株式ETF,us,etf,USD,acwi,0.40,beginner,low_cost,growth,both,false,false,SPDR S&P 全世界配当株式ETF S&P Global Dividend Aristocrats指数の価格と利回り実績（経費控除前）に連動する投資成果を目指します。
WEBL,Direxion デイリー ダウ・ジョーンズ・インターネット ブル3 倍 ETF,us,etf,USD,dow_jones,0.95,leveraged,,,lump_sum,true,false,Direxion デイリー ダウ・ジョーンズ・インターネット ブル3 倍 ETF Dow Jones Internet Composite Indexに連動した成果を目指す。
WEBS,Direxion デイリー ダウ・ジョーンズ・インターネット ベア3 倍 ETF,us,etf,USD,dow_jones,0.95,inverse,,,lump_sum,true,true,Direxion デイリー ダウ・ジョーンズ・インターネット ベア3 倍 ETF Dow Jones Internet Composite Indexに連動した成果を目指す。
WOOD,iシェアーズ グローバル・ティンバー&フォレストリー ETF,us,etf,USD,reit,0.42,beginner,low_cost,growth,both,false,false,iシェアーズ グローバル・ティンバー&フォレストリー ETF 世界の木材および林産業界で事業展開する大手企業25社の株式へのエクスポージャーを提供します。当ファンドにより、ポートフォリオにおける分散投資の機会を得ることができます。当ファンドは、林産品メーカー、木材不動産投資信託(REITs)、紙製品会社、梱包材会社または森林の所有・管理に携わる農業関連会社などを対象としています。当ファンドが対象としている指数はS&Pが開発し、新しい投資テーマに流動性の高いエクスポージャーを提供するS&P Global Thematic Indicesの一部となっています。Standard & Poor’sは、金融市場情報の提供において主導的な役割を果たしているほか、世界の79の主要インデックス・グループの母体となっています。
XLB,ST 素材セレクト セクター SPDR ETF,us,etf,USD,sector,0.08,beginner,low_cost,growth,both,false,false,ST 素材セレクト セクター SPDR ETF S&P素材セレクト セクター 指数に概ね連動する投資成果を上げることを目標とする。
XLC,ST 通信サービスセレクトセクター SPDR ETF,us,etf,USD,sector,0.08,beginner,low_cost,growth,both,false,false,ST 通信サービスセレクトセクター SPDR ETF コミュニケーションサービスセレクトセクター指数の上場株式保有証券の価格および利回りパフォーマンスに対応することを目指す。
XLE,ST エネルギー セレクト セクター SPDR ETF,us,etf,USD,sector,0.08,beginner,low_cost,growth,both,false,false,ST エネルギー セレクト セクター SPDR ETF S&Pエネルギー セレクト セクター 指数に概ね連動する投資成果を上げることを目標とする。
XLF,ST 金融セレクト セクター SPDR ETF,us,etf,USD,sector,0.08,beginner,low_cost,growth,both,false,false,ST 金融セレクト セクター SPDR ETF S&P金融セレクト セクター 指数に概ね連動する投資成果を上げることを目標とする。
XLI,ST 資本財 セレクト セクター SPDR ETF,us,etf,USD,sector,0.08,beginner,low_cost,growth,both,false,false,ST 資本財 セレクト セクター SPDR ETF S&P資本財セレクト セクター 指数に概ね連動する投資成果を上げることを目標とする。
XLK,ST 情報技術 セレクト セクター SPDR ETF,us,etf,USD,sector,0.08,beginner,low_cost,growth,both,false,false,ST 情報技術 セレクト セクター SPDR ETF S&Pテクノロジー セレクト セクター 指数に概ね連動する投資成果を上げることを目標とする。
XLP,ST 生活必需品 セレクト セクター SPDR ETF,us,etf,USD,sector,0.08,beginner,low_cost,growth,both,false,false,ST 生活必需品 セレクト セクター SPDR ETF S&P生活必需品セレクト セクター指数に概ね連動する投資成果を上げることを目標とする。
XLRE,ST 不動産 セレクト セクター SPDR ETF,us,etf,USD,sector,0.08,beginner,low_cost,growth,both,false,false,ST 不動産 セレクト セクター SPDR ETF S&P不動産セレクト・セクター指数の値動きと利回り(手数料および経費控除前)に概ね連動する投資成果を上げることを目指す。
XLU,ST 公益事業 セレクト セクター SPDR ETF,us,etf,USD,sector,0.08,beginner,low_cost,growth,both,false,false,ST 公益事業 セレクト セクター SPDR ETF S&P公益事業セレクト セクター 指数に概ね連動する投資成果を上げることを目標とする。
XLV,ST ヘルスケア セレクト セクター SPDR ETF,us,etf,USD,sector,0.08,beginner,low_cost,growth,both,false,false,ST ヘルスケア セレクト セクター SPDR ETF S&Pヘルスケア セレクト セクター 指数に概ね連動する投資成果を上げることを目標とする。
XLY,ST 一般消費財 セレクト セクター SPDR ETF,us,etf,USD,sector,0.08,beginner,low_cost,growth,both,false,false,ST 一般消費財 セレクト セクター SPDR ETF S&P一般消費財セレクト セクター指数に概ね連動する投資成果を上げることを目標とする。
XRMI,グローバルＸ S&P 500・リスク管理・インカム ETF,us,etf,USD,sp500,0.60,beginner,low_cost,,both,false,false,グローバルＸ S&P 500・リスク管理・インカム ETF 連動指数はCboe S&P 500・リスク管理・インカム・インデックス。カバード・コール・ファンドのインカム特性を投資家に提供しつつ、プロテクティブ・プットにより市場の大幅な下落リスクを軽減することを目指します。
XSOE,ウィズダムツリー 新興国株ニューエコノミーファンド,us,etf,USD,emerging,0.32,beginner,low_cost,growth,both,false,false,ウィズダムツリー 新興国株ニューエコノミーファンド ウィズダムツリー新興国株ニューエコノミーファンドは、国有企業を除く新興国企業へ投資することを目的としています。本ファンドは、ウィズダムツリー・エマージングマーケッツ・エックスステートオウンド・エンタープライズ・インデックス（WisdomTree Emerging Markets ex-State-Owned Enterprises Index）（以下「インデックス」という。）の価格およびイールドのパフォーマンス（手数料および費用控除前）に連動する投資成果を追求します。
XYLD,グローバルＸ SP 500 カバード コール ETF,us,etf,USD,sp500,0.60,beginner,low_cost,,both,false,false,グローバルＸ SP 500 カバード コール ETF Cboe S&P 500 バイライト・インデックスに連動する運用実績を目指す。
XYLG,グローバルＸ SP 500 カバードコール50 ETF,us,etf,USD,sp500,0.35,beginner,low_cost,,both,false,false,グローバルＸ SP 500 カバードコール50 ETF Cboe S&P 500 ハーフ・バイライト・インデックスに連動する運用実績を目指す。
YANG,Direxion デイリー FTSE中国株 ベア 3倍 ETF,us,etf,USD,china,1.00,inverse,,,lump_sum,true,true,Direxion デイリー FTSE中国株 ベア 3倍 ETF FTSEChina50Indexの運用実績（手数料・費用控除前）の逆数の3倍（300％）に連動する日次投資成果を目指し運用する。
YINN,Direxion デイリー FTSE中国株 ブル 3倍 ETF,us,etf,USD,china,1.42,leveraged,,,lump_sum,true,false,Direxion デイリー FTSE中国株 ブル 3倍 ETF FTSE中国50インデックスの運用実績（手数料・費用控除前）の3倍（300％）の日次投資成果を目指し運用する。
YYY,アンプリファイ CEF ハイインカムETF,us,etf,USD,active,2.26,beginner,low_cost,,both,false,false,アンプリファイ CEF ハイインカムETF CEFハイ・インカム・インデックスに連動する投資成果を目指す。
BKLN,インベスコ シニアローンETF,us,etf,USD,bond,0.65,beginner,low_cost,,both,false,false,インベスコ シニアローンETF モーニングスター LSTA US レバレッジド・ローン100指数に連動した投資成果を目指す。
NBIL,グラナイトS 2倍 ロング NBIS デイリーETF,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング NBIS デイリーETF ネビウス グループA（NASDAQ:NBIS）の1日あたりの変動率の200％の投資成果を目指す。
NVD,グラナイトS 2倍 ショート NVDA デイリーET,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ショート NVDA デイリーET エヌビディア（NASDAQ：NVDA）普通株式の日次変化率の-200％の投資成果を追求する。
TSDD,グラナイトS 2倍 ショート TSLA デイリーET,us,etf,USD,single_stock,0.95,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ショート TSLA デイリーET テスラ（NASDAQ：TSLA）普通株式の日次変化率の-200％の投資成果を追求する。
AMDL,グラナイトS 2倍 ロング AMD デイリーET,us,etf,USD,single_stock,1.15,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング AMD デイリーET アドバンスト マイクロ デバイシズ（NASDAQ：AMD）普通株式の日次変化率の200％の投資成果を追求する。
TSLR,グラナイトS 2倍 ロング TSLA デイリーET,us,etf,USD,single_stock,0.95,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング TSLA デイリーET テスラ（NASDAQ：TSLA）普通株式の日次変化率の200％の投資成果を追求する。
CONL,グラナイトS 2倍 ロング COINデイリーET,us,etf,USD,single_stock,1.15,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング COINデイリーET コインベース（NASDAQ：COIN）普通株式の日々のパフォーマンスの200％の日々の投資成果を追求する。
CONI,グラナイトS 2倍 ショートCOIN デイリーETF,us,etf,USD,single_stock,1.15,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ショートCOIN デイリーETF コインベース・グローバル（NASDAQ:COIN）普通株式の日次変化率の-200％の投資成果を追求する。
FBL,グラナイトS 2倍 ロング METAデイリーET,us,etf,USD,single_stock,1.15,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング METAデイリーET メタ プラットフォームズ A（NASDAQ：META）普通株式の日々のパフォーマンスの200％の日々の投資成果を追求する。
NVDL,グラナイトS 2倍 ロング NVDA デイリー ET,us,etf,USD,single_stock,1.15,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング NVDA デイリー ET エヌビディア（NASDAQ：NVDA）普通株式の日々のパフォーマンスの200％の日々の投資成果を追求する。
NVDX,TRex 2倍 ロング NVDA Daily Target ETF,us,etf,USD,single_stock,1.05,leveraged,,,lump_sum,true,false,TRex 2倍 ロング NVDA Daily Target ETF エヌビディア（NASDAQ:NVDA）普通株式の日次変化率の200％の投資成果を追求する。
NVDQ,TRex 2倍インバース NVDA Daily Target ETF,us,etf,USD,single_stock,1.05,inverse,,,lump_sum,true,true,TRex 2倍インバース NVDA Daily Target ETF エヌビディア（NASDAQ:NVDA）普通株式の日次変化率の-200％の投資成果を追求する。
NVDU,Direxion デイリー NVDA株 ブル2倍 ET,us,etf,USD,single_stock,1.04,leveraged,,,lump_sum,true,false,Direxion デイリー NVDA株 ブル2倍 ET エヌビディア（NASDAQ：NVDA）普通株式の日々のパフォーマンスの200％の日々の投資成果を追求する。
NVDD,Direxion デイリー NVDA株 ベア1倍 ET,us,etf,USD,single_stock,1.01,inverse,,,lump_sum,false,true,Direxion デイリー NVDA株 ベア1倍 ET エヌビディア（NASDAQ：NVDA）普通株式の日々のパフォーマンスの-100％の日々の投資成果を追求する。
FTQI,ファーストトラスト ナスダック バイライトインカム ET,us,etf,USD,nasdaq100,0.75,beginner,low_cost,,both,false,false,ファーストトラスト ナスダック バイライトインカム ET 米国上場大型株の保有とNASDAQ100指数コールオプションの売りで、分配金の獲得とキャピタルゲインを狙う
TDIV,ファーストトラスト ナスダック テクノロジー 配当指数ファンド,us,etf,USD,dividend,0.50,beginner,low_cost,,both,false,false,ファーストトラスト ナスダック テクノロジー 配当指数ファンド 米国上場のテクノロジーまたは通信会社だけを一定基準で厳選し投資
TDVI,FTVest テクノ配当ターゲットインカムETF,us,etf,USD,sp500,0.75,beginner,low_cost,,both,false,false,FTVest テクノ配当ターゲットインカムETF 分配金と値上がり益を目指すアクティブETF。ナスダックテクノロジー配当指数に含まれる米国株に投資し、ナスダック100やS&P500に連動するETFのコールオプション売却を組み込む戦略で利回りを追求。年間配当利回りをナスダック100指数比で約8％上回ることを目標に、価格リターンによる成長も狙う。
FTGS,ファーストトラスト グロース ストレングス ET,us,etf,USD,style_factor,0.60,beginner,low_cost,,both,false,false,ファーストトラスト グロース ストレングス ET 現金比率が高く、負債比率が低い、成長力が高い米国企業に投資
MISL,ファーストトラスト Indxx 航空宇宙・防衛ET,us,etf,USD,sector,0.60,beginner,low_cost,,both,false,false,ファーストトラスト Indxx 航空宇宙・防衛ET 航空宇宙・防衛に関連する事業活用に従事する米国企業から厳選し投資
IQQQ,プロシェアーズ・ナスダック-100 ハイ・インカムET,us,etf,USD,nasdaq100,0.55,beginner,low_cost,,both,false,false,プロシェアーズ・ナスダック-100 ハイ・インカムET ナスダック100指数の買いポジションと、日次のアウト・オブ・ザ・マネーのナスダック100指数コールオプションの売りポジションを活用しパフォーマンスを追求する。
BULX,グラナイトS 2倍 ロング BULL デイリー ETF,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング BULL デイリー ETF ウィブル コーポレーションの普通株式(NASDAQ: BULL)の日次変動率の2倍（200％）を目指す。
BUFD,FT Vest ラダー ディープバッファー ET,us,etf,USD,dow_jones,1.05,beginner,low_cost,,both,false,false,FT Vest ラダー ディープバッファー ET 12本のFT Vest米国株ディープバッファーETFのラダー型ポートフォリオを通じて、投資家に米国大型株へのエクスポージャーを提供する一方、ダウンサイドリスクを抑えることにより、投資目的の達成を目指します。
BUFR,FT Vest ラダー バッファー ET,us,etf,USD,dow_jones,1.05,beginner,low_cost,,both,false,false,FT Vest ラダー バッファー ET 12本のFT Vest米国株バッファーETFのラダー型ポートフォリオを通じて、投資家に米国大型株へのエクスポージャーを提供する一方で、ダウンサイドリスクを抑えることにより、投資目的の達成を目指します。
FALN,iShares米ドル建フォーリンエンジェル債ETF,us,etf,USD,bond,0.25,beginner,low_cost,growth,both,false,false,iShares米ドル建フォーリンエンジェル債ETF 過去に投資適格格付けを付与された、米ドル建てのハイ・イールド社債のパフォーマンスを反映するよう設計されたブルームバーグ米国ハイ・イールド・フォーリン・エンジェル3%キャップド・インデックスと同等の投資成果を上げることを目指す。
FAUG,FT Vest 米国株バッファー8月 ET,us,etf,USD,sp500,0.85,beginner,low_cost,,both,false,false,FT Vest 米国株バッファー8月 ET 8月を起点とした1年間において、フレックス・オプション取引を通じ、原資産であるSPDR? S&P 500? ETF Trustの価格に連動することを目指します。米国株の下落バッファーを設けることで損失リスクを抑えながら運用します。
FFEB,FT Vest 米国株バッファー2月 ET,us,etf,USD,sp500,0.85,beginner,low_cost,,both,false,false,FT Vest 米国株バッファー2月 ET 2月を起点とした1年間において、フレックス・オプション取引を通じ、原資産であるSPDR? S&P 500? ETF Trustの価格に連動することを目指します。米国株の下落バッファーを設けることで損失リスクを抑えながら運用します。
FMAY,FT Vest 米国株バッファー5月 ET,us,etf,USD,sp500,0.85,beginner,low_cost,,both,false,false,FT Vest 米国株バッファー5月 ET 5月を起点とした1年間において、フレックス・オプション取引を通じ、原資産であるSPDR? S&P 500? ETF Trustの価格に連動することを目指します。米国株の下落バッファーを設けることで損失リスクを抑えながら運用します。
FMTL,FT Indxx クリティカルメタルズETF,us,etf,USD,china,0.65,beginner,low_cost,growth,both,false,false,FT Indxx クリティカルメタルズETF Indxx Global Critical Metals Index に連動する投資成果を目指す。 当該指数は、中国およびロシアでの鉱業・加工事業を除外した重要金属関連企業から最大50銘柄を選定し、浮動株修正後時価総額で構成される。
FNOV,FT Vest 米国株バッファー11月 ET,us,etf,USD,sp500,0.85,beginner,low_cost,,both,false,false,FT Vest 米国株バッファー11月 ET 11月を起点とした1年間において、フレックス・オプション取引を通じ、原資産であるSPDR? S&P 500? ETF Trustの価格に連動することを目指します。米国株の下落バッファーを設けることで損失リスクを抑えながら運用します。
IGLD,FT ゴールド戦略 ターゲットインカム ET,us,etf,USD,commodity,0.85,beginner,low_cost,,both,false,false,FT ゴールド戦略 ターゲットインカム ET 安定資産である金の価格リターンを追求しながら、継続的なインカム収益獲得の実現を目指します。
KNG,FT SP500 配当貴族 ターゲットインカムET,us,etf,USD,sp500,0.75,beginner,low_cost,,both,false,false,FT SP500 配当貴族 ターゲットインカムET S&P500配当貴族のカバードコール戦略で、S&P500指数の年間配当利回りを約8%上回ることを目指します。
MARM,FT Vest 米国株マックスバッファー3月 ET,us,etf,USD,style_factor,0.85,beginner,low_cost,,both,false,false,FT Vest 米国株マックスバッファー3月 ET 米国株の下落リスクを最大限に抑えながら、一定の収益を追求できるETFです。
RDVI,FT 増配アチーバーズ ターゲット ET,us,etf,USD,dividend,0.75,beginner,low_cost,,both,false,false,FT 増配アチーバーズ ターゲット ET Nasdaq US Rising Dividend Achiever Index と呼ばれる指数の価格および利回り（経費控除前）に概ね連動する投資成果を目指すETFです。
ESML,IShares ESGアウェア MSCI 米国 小型株 ET,us,etf,USD,small_us,0.17,beginner,low_cost,growth,both,false,false,IShares ESGアウェア MSCI 米国 小型株 ET 米国の小型株式指数と同等の投資成果をあげつつ、ESG特性を持つ企業のウェイトを増やすことを目指します。
BBRE,JPM ベータビルダーズ MSCI米国リート ET,us,etf,USD,reit,0.11,beginner,low_cost,growth,both,false,false,JPM ベータビルダーズ MSCI米国リート ET 資産の最低80％以上をMSCI US REIT Custom Capped Index構成銘柄に投資し、米国REIT市場全体の動きと同等の投資成果を目指します。
NOBL,プロシェアーズ SP500 配当貴族 ET,us,etf,USD,sp500,0.35,beginner,low_cost,growth,both,false,false,プロシェアーズ SP500 配当貴族 ET S&Pディビデンド・アリストクラッツ指数に連動する投資成果を目指します。
NOWL,グラナイトS 2倍 ロング NOW デイリーETF,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング NOW デイリーETF サービスナウ(NYSE:NOW)の日次変動率の2倍（200％）の投資成果を目指す。
HOOG,レバレッジシェアーズ 2倍 HOOD Daily ETF,us,etf,USD,single_stock,0.75,leveraged,,,lump_sum,true,false,レバレッジシェアーズ 2倍 HOOD Daily ETF ロビンフッド マーケッツ A（NASDAQ:HOOD）の日次変動率の2倍（200％）の投資成果を目指す。
HYBL,ST ブラックストーンハイインカム ETF,us,etf,USD,bond,0.70,beginner,low_cost,,both,false,false,ST ブラックストーンハイインカム ETF 市場サイクル全体を通じて一般的な債券やローンよりもボラティリティを抑えつつ、リスク調整後トータルリターンおよび高水準のカレント・インカムを提供することを追求するアクティブ運用ファンドです。
HYTI,FTVハイイールド債 ターゲットインカムETF,us,etf,USD,bond,0.65,beginner,low_cost,,both,false,false,FTVハイイールド債 ターゲットインカムETF 分配金と値上がり益を目指すアクティブETF。米国債への投資およびHYGに関連するオプション戦略を活用し、利回りを追求。年間分配利回りを原資産ETF比で約5％上回ることを目標に、短期米国債からの収益も分配。
MOAT,ヴァンエック モーニングスター ワイド モートET,us,etf,USD,style_factor,0.47,beginner,low_cost,growth,both,false,false,ヴァンエック モーニングスター ワイド モートET Morningstar Wide Moat Focus指数の運用成績に連動する投資成果を目指します。同指数はモーニングスターのエクイティ・リサーチに基づき、ルール・ベースの均等加重指数で、持続的競争力のある割安銘柄へのエクスポージャーを提供します。
VNM,ヴァンエック ベトナムET,us,etf,USD,emerging,0.70,beginner,low_cost,growth,both,false,false,ヴァンエック ベトナムET MVIS Vietnam指数の価格および利回り実績と同等水準の投資成果を目指します。ファンド総資産の80%以上を、ベンチマーク指数の構成銘柄に投資します。
AAPB,グラナイトS 2倍 ロング AAPL デイリーET,us,etf,USD,single_stock,1.15,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング AAPL デイリーET アップル普通株式の日次変化率の200％の投資成果を追求する。
AMZZ,グラナイトS 2倍 ロング AMZN デイリーET,us,etf,USD,single_stock,1.15,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング AMZN デイリーET アマゾン普通株式の日次変化率の200％の投資成果を追求する。
BABX,グラナイトS 2倍 ロング BABA デイリーET,us,etf,USD,single_stock,1.15,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング BABA デイリーET アリババ普通株式の日次変化率の200％の投資成果を追求する。
MSFL,グラナイトS 2倍 ロング MSFT デイリーET,us,etf,USD,single_stock,1.15,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロング MSFT デイリーET マイクロソフト普通株式の日次変化率の200％の投資成果を追求する。
GMEU,TRex 2倍 ロング GME Daily Target ETF,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,TRex 2倍 ロング GME Daily Target ETF ゲームストップ（NYSE：GME）の1 日当たりの変動率の2倍（200%）の投資成果を目指す。
DAX,グローバルＸ DAX ドイツ株式 ETF,us,etf,USD,msci_world,0.20,beginner,low_cost,growth,both,false,false,グローバルＸ DAX ドイツ株式 ETF ドイツ株式市場の代表的な指数「DAX」に連動し、同様の値動きを目指す。
MSDD,グラナイトS 2倍 ショートMSTR デイリーETF,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ショートMSTR デイリーETF マイクロストラテジー（NASDAQ：MSTR）の1 日当たりの変動率の-200%の投資成果を目指す。
MSTP,グラナイトS 2倍 ロングMSTR デイリーETF,us,etf,USD,single_stock,1.50,leveraged,,,lump_sum,true,false,グラナイトS 2倍 ロングMSTR デイリーETF マイクロストラテジー（NASDAQ：MSTR）の1 日当たりの変動率の200%の投資成果を目指す。
PLTU,Direxion デイリー PLTR ブル 2倍 ETF,us,etf,USD,single_stock,0.97,leveraged,,,lump_sum,true,false,Direxion デイリー PLTR ブル 2倍 ETF パランティア テクノロジーズ A(NASDAQ: PLTR)の日々のパフォーマンスの200％の日々の投資成果を追求する。
PLTD,Direxion デイリー PLTR 株 ベア 1倍 ETF,us,etf,USD,single_stock,0.97,inverse,,,lump_sum,false,true,Direxion デイリー PLTR 株 ベア 1倍 ETF パランティア テクノロジーズA(NASDAQ: PLTR)の日々のパフォーマンスの-100％の日々の投資成果を追求する。
BRKU,Direxion デイリー BRKB ブル 2倍 ETF,us,etf,USD,single_stock,0.97,leveraged,,,lump_sum,true,false,Direxion デイリー BRKB ブル 2倍 ETF バークシャー ハサウェイ B(NYSE: BRKB)の日々のパフォーマンスの200％の日々の投資成果を追求する。
AMUU,Direxion デイリー AMD ブル 2倍 ETF,us,etf,USD,single_stock,0.97,leveraged,,,lump_sum,true,false,Direxion デイリー AMD ブル 2倍 ETF アドバンスト マイクロ デバイシズ(NASDAQ: AMD)の日々のパフォーマンスの200％の日々の投資成果を追求する。
AMDD,Direxion デイリー AMD 株 ベア 1倍 ETF,us,etf,USD,single_stock,0.97,inverse,,,lump_sum,false,true,Direxion デイリー AMD 株 ベア 1倍 ETF アドバンスト マイクロ デバイシズ(NASDAQ: AMD)の-100％の日々の投資成果を追求する。
PALU,Direxion デイリー PANW ブル 2倍 ETF,us,etf,USD,single_stock,0.97,leveraged,,,lump_sum,true,false,Direxion デイリー PANW ブル 2倍 ETF パロ アルト ネットワークス(NASDAQ: PANW)の日々のパフォーマンスの200％の日々の投資成果を追求する。
PALD,Direxion デイリー PANW 株 ベア 1倍 ETF,us,etf,USD,single_stock,0.97,inverse,,,lump_sum,false,true,Direxion デイリー PANW 株 ベア 1倍 ETF パロ アルト ネットワークス(NASDAQ: PANW)の日々のパフォーマンスの-100％の日々の投資成果を追求する。
