symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,yahoo_symbol,yahoo_symbol_status,yahoo_symbol_checked_at,yahoo_symbol_note,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,asset_class,region_exposure,is_hedged,smai_theme_tags,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,nisa_growth_status,nisa_growth_verified,nisa_growth_as_of,nisa_growth_source,nisa_growth_eligible,nisa_tsumitate_status,nisa_tsumitate_verified,nisa_tsumitate_as_of,nisa_tsumitate_source,nisa_tsumitate_eligible,source_section,source_market,source_description,source_expense_ratio_pct,source_management_company,source_nisa_growth,source_url
NVDL,グラナイトS 2倍 ロング NVDA デイリー ET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,index,index,NVDL;グラナイトS 2倍 ロング NVDA デイリー ET;エヌビディア（NASDAQ：NVDA）普通株式の日々のパフォーマンスの200％の日々の投資成果を追求する。;グラナイトシェアーズ;NASDAQ,none,,single_stock,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,NVDL,generated,,,United States,NASDAQ,NVDL,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf;single_stock_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,エヌビディア（NASDAQ：NVDA）普通株式の日々のパフォーマンスの200％の日々の投資成果を追求する。,,グラナイトシェアーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
NVDX,TRex 2倍 ロング NVDA Daily Target ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,technology,index,NVDX;TRex 2倍 ロング NVDA Daily Target ETF;エヌビディア（NASDAQ:NVDA）普通株式の日次変化率の200％の投資成果を追求する。;レックスシェアーズ;Cboe,none,,nasdaq100,,advanced,"index,technology,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,NVDX,generated,,,United States,Cboe,NVDX,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,technology,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,エヌビディア（NASDAQ:NVDA）普通株式の日次変化率の200％の投資成果を追求する。,,レックスシェアーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
NVDQ,TRex 2倍インバース NVDA Daily Target ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,true,technology,index,NVDQ;TRex 2倍インバース NVDA Daily Target ETF;エヌビディア（NASDAQ:NVDA）普通株式の日次変化率の-200％の投資成果を追求する。;レックスシェアーズ;Cboe,none,,nasdaq100,,advanced,"index,technology,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,NVDQ,generated,,,United States,Cboe,NVDQ,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,technology,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,エヌビディア（NASDAQ:NVDA）普通株式の日次変化率の-200％の投資成果を追求する。,,レックスシェアーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
NVDU,Direxion デイリー NVDA株 ブル2倍 ET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,index,index,NVDU;Direxion デイリー NVDA株 ブル2倍 ET;エヌビディア（NASDAQ：NVDA）普通株式の日々のパフォーマンスの200％の日々の投資成果を追求する。;Direxion Investments;NASDAQ,none,,single_stock,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,NVDU,generated,,,United States,NASDAQ,NVDU,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf;single_stock_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,エヌビディア（NASDAQ：NVDA）普通株式の日々のパフォーマンスの200％の日々の投資成果を追求する。,,Direxion Investments,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
NVDD,Direxion デイリー NVDA株 ベア1倍 ET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,true,index,index,NVDD;Direxion デイリー NVDA株 ベア1倍 ET;エヌビディア（NASDAQ：NVDA）普通株式の日々のパフォーマンスの-100％の日々の投資成果を追求する。;Direxion Investments;NASDAQ,none,,single_stock,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,NVDD,generated,,,United States,NASDAQ,NVDD,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf;single_stock_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,エヌビディア（NASDAQ：NVDA）普通株式の日々のパフォーマンスの-100％の日々の投資成果を追求する。,,Direxion Investments,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
FTQI,ファーストトラスト ナスダック バイライトインカム ET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,balanced,index,FTQI;ファーストトラスト ナスダック バイライトインカム ET;米国上場大型株の保有とNASDAQ100指数コールオプションの売りで、分配金の獲得とキャピタルゲインを狙う;ファーストトラスト;NASDAQ,dividend,,nasdaq100,,standard,"index,dividend,high_dividend",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,FTQI,generated,,,United States,NASDAQ,FTQI,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,dividend,high_dividend",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,米国上場大型株の保有とNASDAQ100指数コールオプションの売りで、分配金の獲得とキャピタルゲインを狙う,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
TDIV,ファーストトラスト ナスダック テクノロジー 配当指数ファンド,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,balanced,index,TDIV;ファーストトラスト ナスダック テクノロジー 配当指数ファンド;米国上場のテクノロジーまたは通信会社だけを一定基準で厳選し投資;ファーストトラスト;NASDAQ,dividend,,sector,,standard,"index,dividend,high_dividend",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,TDIV,generated,,,United States,NASDAQ,TDIV,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,dividend,high_dividend",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,米国上場のテクノロジーまたは通信会社だけを一定基準で厳選し投資,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
TDVI,FTVest テクノ配当ターゲットインカムETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,balanced,index,TDVI;FTVest テクノ配当ターゲットインカムETF;分配金と値上がり益を目指すアクティブETF。ナスダックテクノロジー配当指数に含まれる米国株に投資し、ナスダック100やS&P500に連動するETFのコールオプション売却を組み込む戦略で利回りを追求。年間配当利回りをナスダック100指数比で約8％上回ることを目標に、価格リターンによる成長も狙う。;ファーストトラスト;Cboe,dividend,,sp500,,standard,"index,dividend,high_dividend",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,TDVI,generated,,,United States,Cboe,TDVI,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,dividend,high_dividend",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,分配金と値上がり益を目指すアクティブETF。ナスダックテクノロジー配当指数に含まれる米国株に投資し、ナスダック100やS&P500に連動するETFのコールオプション売却を組み込む戦略で利回りを追求。年間配当利回りをナスダック100指数比で約8％上回ることを目標に、価格リターンによる成長も狙う。,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
FTGS,ファーストトラスト グロース ストレングス ET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,index,index,FTGS;ファーストトラスト グロース ストレングス ET;現金比率が高く、負債比率が低い、成長力が高い米国企業に投資;ファーストトラスト;NASDAQ,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,FTGS,generated,,,United States,NASDAQ,FTGS,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,現金比率が高く、負債比率が低い、成長力が高い米国企業に投資,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
MISL,ファーストトラスト Indxx 航空宇宙・防衛ET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,index,index,MISL;ファーストトラスト Indxx 航空宇宙・防衛ET;航空宇宙・防衛に関連する事業活用に従事する米国企業から厳選し投資;ファーストトラスト;NYSE Arca,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,MISL,generated,,,United States,NYSEARCA,MISL,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,航空宇宙・防衛に関連する事業活用に従事する米国企業から厳選し投資,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
IQQQ,プロシェアーズ・ナスダック-100 ハイ・インカムET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,balanced,index,IQQQ;プロシェアーズ・ナスダック-100 ハイ・インカムET;ナスダック100指数の買いポジションと、日次のアウト・オブ・ザ・マネーのナスダック100指数コールオプションの売りポジションを活用しパフォーマンスを追求する。;プロシェアーズ;NASDAQ,dividend,,,,standard,"index,dividend,high_dividend",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,IQQQ,generated,,,United States,NASDAQ,IQQQ,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,"index,dividend,high_dividend",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,ナスダック100指数の買いポジションと、日次のアウト・オブ・ザ・マネーのナスダック100指数コールオプションの売りポジションを活用しパフォーマンスを追求する。,,プロシェアーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
BULX,グラナイトS 2倍 ロング BULL デイリー ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,index,index,BULX;グラナイトS 2倍 ロング BULL デイリー ETF;ウィブル コーポレーションの普通株式(NASDAQ: BULL)の日次変動率の2倍（200％）を目指す。;グラナイトシェアーズ;NASDAQ,none,,nasdaq100,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,BULX,generated,,,United States,NASDAQ,BULX,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,ウィブル コーポレーションの普通株式(NASDAQ: BULL)の日次変動率の2倍（200％）を目指す。,,グラナイトシェアーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
BUFD,FT Vest ラダー ディープバッファー ET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,index,index,BUFD;FT Vest ラダー ディープバッファー ET;12本のFT Vest米国株ディープバッファーETFのラダー型ポートフォリオを通じて、投資家に米国大型株へのエクスポージャーを提供する一方、ダウンサイドリスクを抑えることにより、投資目的の達成を目指します。;ファーストトラスト;Cboe,none,,dow_jones,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,BUFD,generated,,,United States,Cboe,BUFD,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,12本のFT Vest米国株ディープバッファーETFのラダー型ポートフォリオを通じて、投資家に米国大型株へのエクスポージャーを提供する一方、ダウンサイドリスクを抑えることにより、投資目的の達成を目指します。,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
BUFR,FT Vest ラダー バッファー ET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,index,index,BUFR;FT Vest ラダー バッファー ET;12本のFT Vest米国株バッファーETFのラダー型ポートフォリオを通じて、投資家に米国大型株へのエクスポージャーを提供する一方で、ダウンサイドリスクを抑えることにより、投資目的の達成を目指します。;ファーストトラスト;Cboe,none,,dow_jones,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,BUFR,generated,,,United States,Cboe,BUFR,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,12本のFT Vest米国株バッファーETFのラダー型ポートフォリオを通じて、投資家に米国大型株へのエクスポージャーを提供する一方で、ダウンサイドリスクを抑えることにより、投資目的の達成を目指します。,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
FALN,iShares米ドル建フォーリンエンジェル債ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,bond,index,FALN;iShares米ドル建フォーリンエンジェル債ETF;過去に投資適格格付けを付与された、米ドル建てのハイ・イールド社債のパフォーマンスを反映するよう設計されたブルームバーグ米国ハイ・イールド・フォーリン・エンジェル3%キャップド・インデックスと同等の投資成果を上げることを目指す。;ブラックロック･ファンド・アドバイザーズ;NASDAQ,none,,bond,,standard,"index,bond",WARN,LOW,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,FALN,generated,,,United States,NASDAQ,FALN,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,us,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,過去に投資適格格付けを付与された、米ドル建てのハイ・イールド社債のパフォーマンスを反映するよう設計されたブルームバーグ米国ハイ・イールド・フォーリン・エンジェル3%キャップド・インデックスと同等の投資成果を上げることを目指す。,,ブラックロック･ファンド・アドバイザーズ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
FAUG,FT Vest 米国株バッファー8月 ET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,index,index,FAUG;FT Vest 米国株バッファー8月 ET;8月を起点とした1年間において、フレックス・オプション取引を通じ、原資産であるSPDR? S&P 500? ETF Trustの価格に連動することを目指します。米国株の下落バッファーを設けることで損失リスクを抑えながら運用します。;ファーストトラスト;Cboe,none,,sp500,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,FAUG,generated,,,United States,Cboe,FAUG,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,8月を起点とした1年間において、フレックス・オプション取引を通じ、原資産であるSPDR? S&P 500? ETF Trustの価格に連動することを目指します。米国株の下落バッファーを設けることで損失リスクを抑えながら運用します。,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
FFEB,FT Vest 米国株バッファー2月 ET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,index,index,FFEB;FT Vest 米国株バッファー2月 ET;2月を起点とした1年間において、フレックス・オプション取引を通じ、原資産であるSPDR? S&P 500? ETF Trustの価格に連動することを目指します。米国株の下落バッファーを設けることで損失リスクを抑えながら運用します。;ファーストトラスト;Cboe,none,,sp500,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,FFEB,generated,,,United States,Cboe,FFEB,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,2月を起点とした1年間において、フレックス・オプション取引を通じ、原資産であるSPDR? S&P 500? ETF Trustの価格に連動することを目指します。米国株の下落バッファーを設けることで損失リスクを抑えながら運用します。,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
FMAY,FT Vest 米国株バッファー5月 ET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,index,index,FMAY;FT Vest 米国株バッファー5月 ET;5月を起点とした1年間において、フレックス・オプション取引を通じ、原資産であるSPDR? S&P 500? ETF Trustの価格に連動することを目指します。米国株の下落バッファーを設けることで損失リスクを抑えながら運用します。;ファーストトラスト;Cboe,none,,sp500,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,FMAY,generated,,,United States,Cboe,FMAY,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,5月を起点とした1年間において、フレックス・オプション取引を通じ、原資産であるSPDR? S&P 500? ETF Trustの価格に連動することを目指します。米国株の下落バッファーを設けることで損失リスクを抑えながら運用します。,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
FMTL,FT Indxx クリティカルメタルズETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,FMTL;FT Indxx クリティカルメタルズETF;Indxx Global Critical Metals Index に連動する投資成果を目指す。 当該指数は、中国およびロシアでの鉱業・加工事業を除外した重要金属関連企業から最大50銘柄を選定し、浮動株修正後時価総額で構成される。;ファーストトラスト;NASDAQ,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,FMTL,generated,,,United States,NASDAQ,FMTL,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,Indxx Global Critical Metals Index に連動する投資成果を目指す。 当該指数は、中国およびロシアでの鉱業・加工事業を除外した重要金属関連企業から最大50銘柄を選定し、浮動株修正後時価総額で構成される。,,ファーストトラスト,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
FNOV,FT Vest 米国株バッファー11月 ET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,index,index,FNOV;FT Vest 米国株バッファー11月 ET;11月を起点とした1年間において、フレックス・オプション取引を通じ、原資産であるSPDR? S&P 500? ETF Trustの価格に連動することを目指します。米国株の下落バッファーを設けることで損失リスクを抑えながら運用します。;ファーストトラスト;Cboe,none,,sp500,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,FNOV,generated,,,United States,Cboe,FNOV,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,11月を起点とした1年間において、フレックス・オプション取引を通じ、原資産であるSPDR? S&P 500? ETF Trustの価格に連動することを目指します。米国株の下落バッファーを設けることで損失リスクを抑えながら運用します。,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
IGLD,FT ゴールド戦略 ターゲットインカム ET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,commodity,index,IGLD;FT ゴールド戦略 ターゲットインカム ET;安定資産である金の価格リターンを追求しながら、継続的なインカム収益獲得の実現を目指します。;ファーストトラスト;Cboe,dividend,,commodity,,standard,"index,commodity",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,IGLD,generated,,,United States,Cboe,IGLD,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,commodity,global,unknown,"index,commodity",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,安定資産である金の価格リターンを追求しながら、継続的なインカム収益獲得の実現を目指します。,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
KNG,FT SP500 配当貴族 ターゲットインカムET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,balanced,index,KNG;FT SP500 配当貴族 ターゲットインカムET;S&P500配当貴族のカバードコール戦略で、S&P500指数の年間配当利回りを約8%上回ることを目指します。;ファーストトラスト;Cboe,dividend,,sp500,,advanced,"index,dividend,high_dividend",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,KNG,generated,,,United States,Cboe,KNG,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,dividend,high_dividend",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,S&P500配当貴族のカバードコール戦略で、S&P500指数の年間配当利回りを約8%上回ることを目指します。,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
MARM,FT Vest 米国株マックスバッファー3月 ET,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,index,index,MARM;FT Vest 米国株マックスバッファー3月 ET;米国株の下落リスクを最大限に抑えながら、一定の収益を追求できるETFです。;ファーストトラスト;Cboe,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.451416+09:00,MARM,generated,,,United States,Cboe,MARM,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,Cboe,米国株の下落リスクを最大限に抑えながら、一定の収益を追求できるETFです。,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
